Year,Community_ID,Community_Name,Community_County,Community_FIPS_Code,Community_Region,Community_State,Community_Zip,Community_Population,Community_Median_Income,Shelter_ID,Shelter_Name,Org_Count,Shelter_Zip,Shelter_Type,Community_Lead,Begin_Count_D,Intake_Pub_H_D,Intake_Pub_TR_D,Intake_Pub_TM_D,Intake_Pub_UU_D,Intake_Pub_Total_D,Intake_In_Comm_H_D,Intake_In_Comm_TR_D,Intake_In_Comm_TM_D,Intake_In_Comm_UU_D,Intake_In_Comm_Total_D,Intake_Out_Comm_H_D,Intake_Out_Comm_TR_D,Intake_Out_Comm_TM_D,Intake_Out_Comm_UU_D,Intake_Out_Comm_Total_D,Intake_ORE_H_D,Intake_ORE_TR_D,Intake_ORE_TM_D,Intake_ORE_UU_D,Intake_ORE_Total_D,Total_Intake_D,ORE_Intake_UU_D,Total_Intake_Adj_D,Adoption_H_D,Adoption_TR_D,Adoption_TM_D,Adoption_UU_D,Total_Adoptions_D,Transfer_In_Comm_H_D,Transfer_In_Comm_TR_D,Transfer_In_Comm_TM_D,Transfer_In_Comm_UU_D,Transfer_In_Comm_Total_D,Transfer_Out_Comm_H_D,Transfer_Out_Comm_TR_D,Transfer_Out_Comm_TM_D,Transfer_Out_Comm_UU_D,Transfer_Out_Comm_Total_D,RTO_D,Return_Habitat_D,Euth_H_D,Euth_TR_D,Euth_TM_D,Euth_UU_D,Total_Euth_D,ORE_Euth_UU_D,Total_Euth_Adj_D,Sub_Outcomes_D,Died_Lost_D,Total_Outcomes_D,End_Count_D,Begin_Count_C,Intake_Pub_H_C,Intake_Pub_TR_C,Intake_Pub_TM_C,Intake_Pub_UU_C,Intake_Pub_Total_C,Intake_In_Comm_H_C,Intake_In_Comm_TR_C,Intake_In_Comm_TM_C,Intake_In_Comm_UU_C,Intake_In_Comm_Total_C,Intake_Out_Comm_H_C,Intake_Out_Comm_TR_C,Intake_Out_Comm_TM_C,Intake_Out_Comm_UU_C,Intake_Out_Comm_Total_C,Intake_ORE_H_C,Intake_ORE_TR_C,Intake_ORE_TM_C,Intake_ORE_UU_C,Intake_ORE_Total_C,Total_Intake_C,ORE_Intake_UU_C,Total_Intake_Adj_C,Adoption_H_C,Adoption_TR_C,Adoption_TM_C,Adoption_UU_C,Total_Adoptions_C,Transfer_In_Comm_H_C,Transfer_In_Comm_TR_C,Transfer_In_Comm_TM_C,Transfer_In_Comm_UU_C,Transfer_In_Comm_Total_C,Transfer_Out_Comm_H_C,Transfer_Out_Comm_TR_C,Transfer_Out_Comm_TM_C,Transfer_Out_Comm_UU_C,Transfer_Out_Comm_Total_C,RTO_C,Return_Habitat_C,Euth_H_C,Euth_TR_C,Euth_TM_C,Euth_UU_C,Total_Euth_C,ORE_Euth_UU_C,Total_Euth_Adj_C,Sub_Outcomes_C,Died_Lost_C,Total_Outcomes_C,End_Count_C
2011,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,812826,69894,GDR,Grateful Dogs Rescue,1,94141,AG,N,50,4,1,2,0,7,36,41,54,2,133,0,0,0,0,0,0,0,0,0,0,140,0,140,38,38,47,1,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,129,1,130,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,812826,69894,LGR,Loup Garou Animal Rescue,1,94116,AG,N,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
2011,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,812826,69894,MV,Muttville,1,94107,AG,N,0,0,0,15,0,15,0,0,55,0,55,0,0,272,0,272,0,0,0,0,0,342,0,342,0,0,310,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,322,3,325,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,812826,69894,NCFDR,Northern California Family Dog Rescue,1,94104,AG,N,0,9,3,0,0,12,0,11,0,0,11,43,250,0,5,298,0,0,0,0,0,321,0,321,0,310,0,0,310,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,11,11,0,11,323,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,812826,69894,PU,Pets Unlimited,1,94115,AG,N,10,3,4,2,1,10,0,11,0,0,11,24,58,2,0,84,0,0,0,0,0,105,0,105,26,65,7,0,98,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,3,102,0,102,10,19,13,7,10,1,31,6,7,6,0,19,56,61,6,0,123,0,0,0,0,0,173,0,173,73,79,14,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,174,0,174,21
2011,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,812826,69894,SFSPCA,San Francisco SPCA,1,94103,AG,N,81,105,80,40,12,237,116,150,76,5,347,690,158,9,2,859,0,0,0,0,0,1443,0,1443,496,675,156,9,1336,1,0,5,1,7,1,21,2,1,25,16,0,0,0,1,31,32,0,32,1416,7,1423,101,192,264,401,58,5,728,531,778,200,8,1517,564,221,4,6,795,0,0,0,0,0,3040,0,3040,1001,1600,153,11,2766,3,2,170,3,178,0,1,3,1,5,12,0,0,1,1,88,90,0,90,3051,10,3061,172
2011,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,812826,69894,SGR,Saving Grace Rescue,1,94114,AG,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,12,1,35,0,0,0,0,0,0,0,0,0,0,35,0,35,0,22,12,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,37,0,37,1
2011,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,812826,69894,SFACC,San Francisco Animal Care & Control,1,94103,AC,Y,89,1537,493,3,525,2558,1,0,0,0,1,0,0,0,0,0,0,0,0,153,153,2712,153,2559,388,30,2,0,420,187,371,8,0,566,22,68,1,0,91,939,0,0,16,0,675,691,153,538,2554,5,2559,89,128,1537,1002,6,429,2974,1,0,0,0,1,0,0,0,0,0,0,0,0,130,130,3105,130,2975,671,42,2,0,715,650,928,4,0,1582,15,7,0,0,22,198,4,0,21,0,487,508,130,378,2899,76,2975,128
2011,SANFR,San Francisco County,San Francisco,6075,West,CA,94103,812826,69894,WDR,Wonder Dog Rescue,1,94117,AG,N,16,20,6,7,1,34,0,6,0,0,6,79,37,56,7,179,0,0,0,0,0,219,0,219,219,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,221,0,221,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1809378,84895,HSSV,Humane Society of Silicon Valley,1,95035,TS,Y,77,521,184,159,24,888,110,183,94,7,394,16,2,7,0,25,2,11,84,589,686,1993,589,1404,335,340,317,7,999,38,5,5,2,50,15,26,22,0,63,132,0,0,17,108,619,744,589,155,1399,1,1400,81,137,728,799,178,452,2157,132,143,18,16,309,16,16,8,0,40,1,2,41,306,350,2856,306,2550,502,996,281,105,1884,7,1,0,1,9,3,10,25,28,66,68,0,0,32,101,759,892,306,586,2613,14,2627,61
2011,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1809378,84895,PAAS,Palo Alto Animal Services,1,94303,AC,N,8,257,12,130,79,478,5,0,2,2,9,0,0,5,0,5,0,0,0,25,25,517,25,492,84,20,2,0,106,1,0,0,0,1,40,0,4,2,46,268,0,0,0,2,79,81,25,56,477,0,477,15,9,144,27,77,149,397,0,0,0,2,2,0,0,1,1,2,0,0,0,31,31,432,31,401,119,18,9,0,146,0,0,2,0,2,28,10,0,8,46,49,0,0,0,5,177,182,31,151,394,23,417,5
2011,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1809378,84895,SJACS,San Jose Animal Care and Services,1,95111,AC,N,139,3545,1776,1357,594,7272,67,0,0,0,67,152,0,0,0,152,23,79,139,383,624,8115,378,7737,1587,323,26,4,1940,82,278,16,2,378,420,713,114,17,1264,1751,0,0,474,1339,929,2742,378,2364,7697,32,7729,143,138,1269,2554,469,4440,8732,19,0,0,0,19,0,0,0,0,0,16,47,15,189,267,9018,188,8830,883,435,5,8,1331,72,424,19,2593,3108,166,634,37,173,1010,192,0,0,1051,428,1875,3354,188,3166,8807,81,8888,86
2011,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1809378,84895,SCCACC,Santa Clara County Animal Care and Control,1,95037,AC,N,73,848,75,1,227,1151,0,0,0,0,0,140,2,0,32,174,0,0,0,100,100,1425,100,1325,644,3,4,4,655,29,0,0,0,29,85,12,3,7,107,256,0,0,1,11,411,423,100,323,1370,5,1375,32,71,846,281,6,291,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,1472,48,1424,616,2,10,24,652,37,13,0,9,59,206,88,4,127,425,29,0,0,7,0,259,266,48,218,1383,42,1425,72
2011,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1809378,84895,SVACA,Silicon Valley Animal Control Authority,1,95054,AC,N,21,156,72,210,117,555,0,0,0,1,1,0,0,0,0,0,0,0,0,52,52,608,52,556,29,46,93,14,182,16,8,21,10,55,6,3,17,4,30,232,0,0,0,0,108,108,52,56,555,1,556,17,17,29,100,138,654,921,0,0,1,0,1,0,0,0,0,0,0,0,0,127,127,1049,127,922,9,37,47,122,215,12,20,28,246,306,2,21,27,67,117,75,0,0,0,0,330,330,127,203,916,14,930,30
2011,SANTA,Santa Clara County,Santa Clara,6085,West,CA,95035,1809378,84895,TC,Town Cats,1,95038,AG,N,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,135,882,66,28,0,976,3048,127,3,0,3178,8,6,0,0,14,0,0,0,0,0,4168,0,4168,1280,0,7,0,1287,0,0,0,0,0,0,0,0,0,0,0,2627,0,0,0,0,0,0,0,3914,51,3965,338
2011,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,153198,68079,APCACS,Aspen/Pitkin County Animal Control and Shelter,1,81611,AC,N,34,192,7,0,0,199,1,1,0,0,2,87,3,0,0,90,0,0,0,0,0,291,0,291,155,24,0,0,179,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,291,2,293,32,13,77,16,0,0,93,18,8,0,0,26,0,0,0,0,0,0,0,0,0,0,119,0,119,99,14,0,0,113,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,115,0,115,17
2011,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,153198,68079,CAR,Colorado Animal Rescue,1,81601,AG,N,31,300,74,75,33,482,0,1,2,0,3,11,1,9,10,31,0,0,0,0,0,516,0,516,175,49,52,15,291,12,7,9,0,28,6,2,7,7,22,165,0,0,0,0,10,10,0,10,516,2,518,29,88,167,205,52,38,462,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,476,0,476,141,168,48,18,375,28,31,0,0,59,12,0,1,0,13,14,0,0,0,0,15,15,0,15,476,10,486,78
2011,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,153198,68079,ECAS,Eagle County Animal Services,1,81631,AC,N,18,409,0,0,0,409,2,0,0,0,2,0,0,0,0,0,0,0,0,7,7,418,7,411,107,0,0,0,107,9,1,0,0,10,3,0,0,0,3,273,0,0,0,0,16,16,7,9,402,0,402,27,29,172,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,176,4,172,130,0,0,0,130,2,0,0,0,2,1,0,0,0,1,27,0,0,0,0,13,13,4,9,169,0,169,32
2011,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,153198,68079,EVHS,Eagle Valley Humane Society,1,81631,AG,Y,1,32,17,3,1,53,15,4,9,0,28,1,4,0,0,5,0,0,0,0,0,86,0,86,48,20,9,0,77,1,1,2,0,4,0,0,0,0,0,1,0,0,0,0,1,1,0,1,83,1,84,3,9,80,34,3,3,120,4,21,0,0,25,0,0,0,0,0,0,0,0,0,0,145,0,145,85,45,5,0,135,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,3,143,2,145,9
2011,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,153198,68079,FRAS,Friends of the Rifle Animal Shelter,1,81650,AG,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,142,53,34,3,232,2,0,10,0,12,4,0,0,0,4,0,0,0,0,0,248,0,248,156,35,48,0,239,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,7,0,7,250,1,251,7
2011,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,153198,68079,RAS,Rifle Animal Shelter,1,81650,AC,N,8,302,5,22,0,329,1,0,0,0,1,25,0,7,0,32,16,1,2,0,19,381,0,381,211,6,13,0,230,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,5,5,0,5,370,3,373,16,0,2,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,2,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0
2011,NOCOL,Northwestern Colorado Area,999,99999,West,CO,81631,153198,68079,SCAC,Summit County Animal Control and Shelter,1,80443,AC,N,12,256,6,7,8,277,5,1,2,0,8,19,0,0,0,19,0,0,0,8,8,312,8,304,89,0,0,0,89,0,0,0,0,0,6,0,0,0,6,204,0,0,0,0,11,11,8,3,302,3,305,10,17,69,1,3,5,78,4,0,0,0,4,2,0,0,0,2,0,0,0,1,1,85,1,84,75,0,0,0,75,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,8,1,7,92,0,92,9
2011,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,222901,50233,CLAWS,Cats League and Assistance of the Western Slope,1,81502,AG,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,396,0,0,7,403,133,3,2,0,138,43,0,6,0,49,0,0,0,0,0,590,0,590,547,1,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,552,26,578,169
2011,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,222901,50233,CAC,Cedaredge Animal Control,1,81502,AC,N,14,146,0,1,5,152,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,154,0,154,94,0,0,0,94,1,0,0,0,1,0,0,0,0,0,58,0,0,0,0,5,5,0,5,158,1,159,9,25,155,4,0,19,178,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,179,0,179,146,0,0,0,146,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0,8,8,0,8,159,11,170,34
2011,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,222901,50233,CDAS,City of Delta Animal Services,1,81502,AC,N,3,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,41,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,32,0,0,0,0,0,0,0,0,35,0,35,9,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2
2011,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,222901,50233,DCHS,Delta County Humane Society,1,81502,AC,N,8,79,6,1,1,87,0,0,0,0,0,17,1,0,0,18,0,0,0,0,0,105,0,105,75,0,1,0,76,0,0,0,0,0,7,0,0,0,7,8,0,0,0,0,1,1,0,1,92,5,97,16,52,43,1,0,0,44,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,48,0,48,38,0,0,0,38,0,0,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,0,0,43,3,46,54
2011,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,222901,50233,DCSD,Delta County Sheriff's Department Animal Control,1,81502,AC,N,0,11,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,222901,50233,GRH,Grand Rivers Humane,1,81502,AG,N,6,0,0,0,0,0,147,2,15,0,164,0,0,0,0,0,0,0,0,0,0,164,0,164,148,0,15,0,163,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,2,170,0,0,30,0,0,0,30,181,0,2,0,183,0,0,0,0,0,0,0,0,0,0,213,0,213,207,0,2,0,209,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,3,213,0
2011,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,222901,50233,MECAS,Mesa County Animal Services,1,81502,AC,Y,55,2170,35,121,632,2958,8,0,0,0,8,0,0,0,0,0,0,0,1,94,95,3061,94,2967,279,1,22,4,306,219,7,23,1,250,288,18,45,1,352,1305,0,7,4,27,751,789,94,695,2908,12,2920,102,27,512,92,418,942,1964,1,0,0,1,2,0,0,0,0,0,0,0,1,33,34,2000,33,1967,64,0,1,1,66,331,8,6,0,345,3,0,0,0,3,29,0,16,30,429,1059,1534,33,1501,1944,29,1973,21
2011,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,222901,50233,MAS,Montrose Animal Services,1,81502,AC,N,30,658,54,51,2,765,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,766,0,766,271,29,17,1,318,3,1,0,0,4,46,5,7,0,58,377,0,0,4,2,20,26,0,26,783,1,784,12,23,413,152,49,144,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,0,758,158,41,10,3,212,0,0,5,0,5,227,62,21,17,327,26,0,0,14,7,158,179,0,179,749,15,764,17
2011,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,222901,50233,RHHS,Roice-Hurst Humane Society,1,81502,AG,N,28,271,77,15,0,363,76,0,1,0,77,41,16,0,0,57,0,0,0,0,0,497,0,497,406,82,1,0,489,3,0,0,0,3,0,1,1,0,2,4,0,0,0,0,1,1,0,1,499,1,500,25,25,160,35,5,0,200,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,209,0,209,148,41,0,0,189,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,4,194,13,207,27
2011,SOUTH,Southwestern Colorado,999,99999,West,CO,81502,222901,50233,SCHS,Second Chance Humane Society,1,81502,AG,N,8,102,5,1,1,109,12,0,2,0,14,16,0,0,0,16,0,0,0,0,0,139,0,139,73,2,2,0,77,0,0,0,0,0,11,0,0,0,11,45,0,0,0,0,3,3,0,3,136,0,136,11,20,108,17,4,2,131,15,5,0,0,20,7,0,0,0,7,0,0,0,0,0,158,0,158,120,6,6,0,132,0,0,0,0,0,7,0,0,0,7,6,0,0,0,0,3,3,0,3,148,3,151,27
2011,ALACH,Alachua County,Alachua,12001,South,FL,32609,249365,39636,ACAS,Alachua County Animal Services,1,32609,AC,N,109,2009,815,331,169,3324,0,0,0,2,2,0,0,0,0,0,0,0,0,35,35,3361,35,3326,355,135,5,0,495,540,343,12,2,897,66,194,52,2,314,435,0,17,510,313,207,1047,35,1012,3153,16,3169,103,62,1385,951,468,82,2886,0,0,0,0,0,116,0,0,0,116,0,0,0,23,23,3025,23,3002,180,121,0,0,301,467,777,10,0,1254,86,128,37,7,258,104,0,3,590,455,154,1202,23,1179,3096,19,3115,47
2011,ALACH,Alachua County,Alachua,12001,South,FL,32609,249365,39636,ACHS,Alachua County Humane Society,1,32609,AG,Y,24,52,0,0,0,52,303,109,4,0,416,0,0,0,0,0,0,0,0,0,0,468,0,468,334,119,2,0,455,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,458,2,460,32,72,20,1,0,0,21,381,109,1,0,491,0,0,0,0,0,0,0,0,0,0,512,0,512,407,106,1,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,522,10,532,52
2011,ALACH,Alachua County,Alachua,12001,South,FL,32609,249365,39636,GPR,Gainesville Pet Rescue,1,32607,AG,N,1,73,3,0,0,76,36,55,0,0,91,0,0,0,0,0,0,0,0,0,0,167,0,167,113,52,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,165,3,52,49,4,0,0,53,15,192,0,0,207,0,0,0,0,0,0,0,0,0,0,260,0,260,69,157,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,229,4,233,79
2011,ALACH,Alachua County,Alachua,12001,South,FL,32609,249365,39636,HAPR,Haile's Angels Pet Rescue,1,32608,AG,N,34,156,25,4,0,185,32,23,1,0,56,0,0,0,0,0,0,0,0,0,0,241,0,241,183,43,3,0,229,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,231,0,231,44,15,54,10,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,65,65,3,2,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,70,8
2011,ALACH,Alachua County,Alachua,12001,South,FL,32609,249365,39636,HHPR,"Helping Hands Pet Rescue, Inc.",1,32669,AG,N,29,147,31,5,0,183,41,62,4,2,109,0,0,0,0,0,0,0,0,0,0,292,0,292,185,81,2,1,269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,11,0,11,281,8,289,32,85,38,47,0,0,85,55,388,1,0,444,0,0,0,0,0,0,0,0,0,0,529,0,529,82,408,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,28,518,96
2011,ALACH,Alachua County,Alachua,12001,South,FL,32609,249365,39636,PHF,Puppy Hill Farm,1,32666,AG,N,57,126,154,2,0,282,128,94,3,0,225,0,0,0,0,0,0,0,0,0,0,507,0,507,280,210,11,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,6,507,57,24,62,69,1,0,132,16,88,8,0,112,0,0,0,0,0,0,0,0,0,0,244,0,244,77,134,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,11,222,46
2011,DUVAL,Duval County,Duval,12031,South,FL,32216,870709,45958,AR,Akita Rescue,1,32216,AG,N,63,3,2,5,2,12,0,1,1,0,2,7,16,18,0,41,0,0,0,0,0,55,0,55,9,12,14,0,35,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,8,8,0,8,46,1,47,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,DUVAL,Duval County,Duval,12031,South,FL,32216,870709,45958,ACPS,Animal Care & Protective Services,1,32216,AC,N,281,5385,785,446,1807,8423,48,6,7,17,78,73,17,18,40,148,3,0,3,124,130,8779,124,8655,2063,14,12,120,2209,769,128,130,120,1147,296,60,43,42,441,882,0,220,3143,375,355,4093,124,3969,8648,30,8678,253,79,2828,169,211,5818,9026,26,1,0,3,30,122,41,31,182,376,2,1,5,62,70,9502,62,9440,812,0,0,2,814,828,49,37,63,977,72,5,7,8,92,129,4102,166,2643,120,441,3370,64,3306,9420,34,9454,65
2011,DUVAL,Duval County,Duval,12031,South,FL,32216,870709,45958,JHS,Jacksonville Humane Society,1,32216,AG,Y,125,746,180,5,12,943,487,300,8,19,814,185,116,5,4,310,0,0,0,0,0,2067,0,2067,1478,437,18,0,1933,52,24,0,0,76,5,1,1,0,7,29,0,0,0,0,31,31,0,31,2076,23,2099,93,124,556,108,4,26,694,153,193,8,132,486,54,69,5,41,169,0,0,0,0,0,1349,0,1349,846,369,24,9,1248,19,8,3,2,32,3,1,0,0,4,30,0,0,0,0,59,59,0,59,1373,46,1419,64
2011,DUVAL,Duval County,Duval,12031,South,FL,32216,870709,45958,LC,Lucky Cat,1,32216,AG,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,419,460,65,2,1,528,289,47,1,4,341,10,9,0,1,20,0,0,0,0,0,889,0,889,401,112,1,0,514,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,15,15,0,15,877,17,894,414
2011,DUVAL,Duval County,Duval,12031,South,FL,32216,870709,45958,SAFE,SAFE Pet Rescue,1,32216,AG,N,84,22,18,1,0,41,75,231,18,0,324,15,92,2,0,109,0,0,0,0,0,474,0,474,197,326,23,0,546,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,1,0,1,550,5,555,3,31,92,31,5,0,128,134,15,1,0,150,78,6,0,0,84,0,0,0,0,0,362,0,362,319,45,7,1,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,374,8,382,11
2011,DUVAL,Duval County,Duval,12031,South,FL,32216,870709,45958,SACARC,Springfield Animal Care & Rescue Club (SACARC),1,32216,AG,N,8,23,5,0,0,28,6,1,0,0,7,1,0,0,0,1,0,0,0,0,0,36,0,36,24,9,0,0,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,35,1,36,8,22,13,26,117,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,156,17,11,0,0,28,0,0,0,0,0,4,0,0,0,4,0,117,0,0,0,1,1,0,1,150,2,152,26
2011,HILLS,Hillsborough County,Hillsborough,12057,South,FL,33607,1267775,46761,HCAS,Hillsborough County Animal Services,1,33607,AC,N,169,3071,1923,193,4135,9322,295,0,0,0,295,0,0,0,0,0,0,0,0,10,10,9627,10,9617,2051,0,0,0,2051,1079,0,0,0,1079,749,0,0,0,749,1163,0,1563,913,82,1933,4491,10,4481,9523,80,9603,183,105,2336,5312,1733,1405,10786,47,0,0,0,47,0,0,0,0,0,0,0,0,3,3,10836,3,10833,879,0,0,0,879,345,0,0,0,345,641,0,0,0,641,103,0,1943,4390,1377,1099,8809,3,8806,10774,74,10848,90
